Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0115XH30145,HILLINGDON,26,510270,180450,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30146,HILLINGDON,26,509700,180760,1,3 Pedestrian,1 Male,0-15,6,1,2 Serious,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0115XH30147,HILLINGDON,26,509230,187370,1,3 Pedestrian,2 Female,60+,62,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0115XH30152,HILLINGDON,26,505350,183210,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30153,HILLINGDON,26,510720,179740,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30154,HILLINGDON,26,511030,184490,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30154,HILLINGDON,26,511030,184490,2,1 Driver/Rider,1 Male,60+,61,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30155,HILLINGDON,26,511070,180930,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30157,HILLINGDON,26,507430,182900,1,2 Passenger,2 Female,60+,93,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30157,HILLINGDON,26,507430,182900,2,3 Pedestrian,2 Female,16-24,18,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0115XH30158,HILLINGDON,26,508780,181880,1,3 Pedestrian,1 Male,25-59,47,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115XH30159,HILLINGDON,26,509410,187100,1,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30160,HILLINGDON,26,511290,180460,2,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30160,HILLINGDON,26,511290,180460,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30161,HILLINGDON,26,509770,191480,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30161,HILLINGDON,26,509770,191480,2,2 Passenger,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30162,HILLINGDON,26,508190,181630,2,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30162,HILLINGDON,26,508190,181630,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30163,HILLINGDON,26,510720,179750,2,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30163,HILLINGDON,26,510720,179750,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30164,HILLINGDON,26,509560,176940,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30165,HILLINGDON,26,506130,184560,1,3 Pedestrian,2 Female,16-24,21,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0115XH30167,HILLINGDON,26,506750,186230,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30168,HILLINGDON,26,507640,182180,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115XH30169,HILLINGDON,26,511720,182000,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30171,HILLINGDON,26,510400,189050,1,3 Pedestrian,1 Male,25-59,28,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115XH30173,HILLINGDON,26,508810,176900,1,1 Driver/Rider,1 Male,16-24,20,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30175,HILLINGDON,26,506750,182920,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30177,HILLINGDON,26,506510,179310,3,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30177,HILLINGDON,26,506510,179310,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30177,HILLINGDON,26,506510,179310,2,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30178,HILLINGDON,26,508690,178810,1,3 Pedestrian,1 Male,25-59,37,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115XH30178,HILLINGDON,26,508690,178810,2,3 Pedestrian,1 Male,25-59,38,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115XH30180,HILLINGDON,26,511290,180470,1,3 Pedestrian,1 Male,25-59,30,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115XH30181,HILLINGDON,26,505940,190550,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30181,HILLINGDON,26,505940,190550,2,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30182,HILLINGDON,26,510260,178280,1,1 Driver/Rider,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30183,HILLINGDON,26,510300,186440,1,3 Pedestrian,1 Male,0-15,13,1,3 Slight,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115XH30184,HILLINGDON,26,507630,184800,2,2 Passenger,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30184,HILLINGDON,26,507630,184800,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30184,HILLINGDON,26,507630,184800,4,2 Passenger,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30184,HILLINGDON,26,507630,184800,3,2 Passenger,2 Female,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30185,HILLINGDON,26,509240,180990,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30186,HILLINGDON,26,510380,181170,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30186,HILLINGDON,26,510380,181170,2,2 Passenger,2 Female,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30187,HILLINGDON,26,508700,178950,1,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30187,HILLINGDON,26,508700,178950,2,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30188,HILLINGDON,26,510350,186690,1,1 Driver/Rider,1 Male,25-59,33,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30189,HILLINGDON,26,507570,183680,1,3 Pedestrian,2 Female,60+,62,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115XH30190,HILLINGDON,26,507420,183250,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30191,HILLINGDON,26,508740,188040,1,1 Driver/Rider,1 Male,16-24,24,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30192,HILLINGDON,26,506120,184640,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30196,HILLINGDON,26,508700,188380,1,3 Pedestrian,1 Male,25-59,45,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115XH30197,HILLINGDON,26,505410,183880,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30198,HILLINGDON,26,508810,176910,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115XH30198,HILLINGDON,26,508810,176910,2,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30199,HILLINGDON,26,509870,186450,1,3 Pedestrian,1 Male,0-15,7,1,3 Slight,05 Crossing Road (Not On Xing),4 From Drivers O/Side Msk,1 Pedestrian, 
0115XH30200,HILLINGDON,26,509880,182700,1,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30202,HILLINGDON,26,511730,181970,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30204,HILLINGDON,26,511011,180925,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30205,HILLINGDON,26,506200,178550,1,3 Pedestrian,2 Female,0-15,9,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115XH30206,HILLINGDON,26,507470,178770,1,1 Driver/Rider,1 Male,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30208,HILLINGDON,26,507630,184760,1,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30209,HILLINGDON,26,508330,176930,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30210,HILLINGDON,26,505610,190860,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30212,HILLINGDON,26,510700,185030,1,1 Driver/Rider,1 Male,25-59,46,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115XH30214,HILLINGDON,26,506720,186230,1,2 Passenger,2 Female,60+,83,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30217,HILLINGDON,26,510650,186220,1,1 Driver/Rider,2 Female,60+,77,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30218,HILLINGDON,26,511030,180905,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30219,HILLINGDON,26,503890,175930,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30220,HILLINGDON,26,510300,181220,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115XH30221,HILLINGDON,26,504960,178360,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30222,HILLINGDON,26,506930,178850,1,2 Passenger,2 Female,0-15,4,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30223,HILLINGDON,26,504807,177140,1,1 Driver/Rider,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30225,HILLINGDON,26,507550,178500,2,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30225,HILLINGDON,26,507550,178500,4,2 Passenger,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30225,HILLINGDON,26,507550,178500,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115XH30225,HILLINGDON,26,507550,178500,3,2 Passenger,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30226,HILLINGDON,26,511080,184520,1,1 Driver/Rider,1 Male,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30227,HILLINGDON,26,508740,188040,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30227,HILLINGDON,26,508740,188040,2,1 Driver/Rider,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30228,HILLINGDON,26,509930,181410,1,2 Passenger,1 Male,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30229,HILLINGDON,26,507160,178030,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30231,HILLINGDON,26,505860,180760,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30234,HILLINGDON,26,510040,187300,4,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30234,HILLINGDON,26,510040,187300,3,2 Passenger,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30234,HILLINGDON,26,510040,187300,2,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30234,HILLINGDON,26,510040,187300,5,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30234,HILLINGDON,26,510040,187300,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30235,HILLINGDON,26,508890,180680,1,3 Pedestrian,2 Female,16-24,18,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115XH30236,HILLINGDON,26,511070,185330,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30237,HILLINGDON,26,505730,184110,1,3 Pedestrian,2 Female,25-59,41,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115XH30238,HILLINGDON,26,503730,175430,2,2 Passenger,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30238,HILLINGDON,26,503730,175430,1,1 Driver/Rider,2 Female,60+,62,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30239,HILLINGDON,26,507520,178490,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30240,HILLINGDON,26,507960,186200,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30243,HILLINGDON,26,509870,191650,2,2 Passenger,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30243,HILLINGDON,26,509870,191650,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30245,HILLINGDON,26,508970,176900,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30247,HILLINGDON,26,509460,187620,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30248,HILLINGDON,26,511420,181770,2,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115XH30248,HILLINGDON,26,511420,181770,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115XH30252,HILLINGDON,26,506440,184340,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30253,HILLINGDON,26,511080,182670,1,3 Pedestrian,2 Female,25-59,37,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115XH30255,HILLINGDON,26,505430,182110,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30255,HILLINGDON,26,505430,182110,2,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30255,HILLINGDON,26,505430,182110,3,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30256,HILLINGDON,26,509260,178670,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30257,HILLINGDON,26,506200,185480,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30259,HILLINGDON,26,508110,191240,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30260,HILLINGDON,26,508800,177340,2,2 Passenger,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30260,HILLINGDON,26,508800,177340,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30261,HILLINGDON,26,511005,180940,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30262,HILLINGDON,26,509750,179510,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30264,HILLINGDON,26,508690,177690,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30265,HILLINGDON,26,504520,177830,1,2 Passenger,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30266,HILLINGDON,26,511730,181990,1,3 Pedestrian,1 Male,25-59,50,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115XH30267,HILLINGDON,26,510810,180070,1,1 Driver/Rider,1 Male,25-59,25,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30269,HILLINGDON,26,510340,181190,4,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,7,2 Passenger,1 Male,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,1,2 Passenger,1 Male,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,3,2 Passenger,1 Male,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,13,2 Passenger,1 Male,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,2,2 Passenger,1 Male,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,5,2 Passenger,2 Female,0-15,13,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,8,2 Passenger,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,9,2 Passenger,2 Female,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,10,2 Passenger,2 Female,0-15,14,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,11,2 Passenger,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,6,2 Passenger,2 Female,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30269,HILLINGDON,26,510340,181190,12,2 Passenger,2 Female,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30270,HILLINGDON,26,506410,178860,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30271,HILLINGDON,26,509800,179640,1,3 Pedestrian,1 Male,16-24,18,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0115XH30273,HILLINGDON,26,508810,177000,1,1 Driver/Rider,1 Male,25-59,57,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30274,HILLINGDON,26,509910,181430,1,2 Passenger,1 Male,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30274,HILLINGDON,26,509910,181430,2,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30275,HILLINGDON,26,511090,181000,2,2 Passenger,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30275,HILLINGDON,26,511090,181000,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30276,HILLINGDON,26,511850,185480,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30277,HILLINGDON,26,509400,176910,1,3 Pedestrian,1 Male,25-59,59,1,3 Slight,10 Unknown,9 Unknown Or Other,1 Pedestrian, 
0115XH30278,HILLINGDON,26,510990,181520,1,3 Pedestrian,1 Male,0-15,10,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115XH30279,HILLINGDON,26,510280,186970,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30280,HILLINGDON,26,511060,180940,1,2 Passenger,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30281,HILLINGDON,26,510540,179560,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30283,HILLINGDON,26,507970,186230,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30284,HILLINGDON,26,509980,190620,1,1 Driver/Rider,2 Female,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30284,HILLINGDON,26,509980,190620,2,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30285,HILLINGDON,26,508300,182210,1,3 Pedestrian,2 Female,16-24,23,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115XH30287,HILLINGDON,26,510840,181230,1,3 Pedestrian,1 Male,0-15,3,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115XH30288,HILLINGDON,26,511090,185360,1,2 Passenger,2 Female,25-59,59,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30289,HILLINGDON,26,508560,180620,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30290,HILLINGDON,26,509050,183220,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30292,HILLINGDON,26,511540,181120,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30292,HILLINGDON,26,511540,181120,2,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30294,HILLINGDON,26,511770,182140,2,2 Passenger,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30294,HILLINGDON,26,511770,182140,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30295,HILLINGDON,26,509560,176950,1,2 Passenger,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30296,HILLINGDON,26,510280,190490,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30298,HILLINGDON,26,508750,181730,1,3 Pedestrian,1 Male,25-59,37,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115XH30299,HILLINGDON,26,505390,183830,1,3 Pedestrian,1 Male,25-59,40,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0115XH30301,HILLINGDON,26,509920,186280,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30301,HILLINGDON,26,509920,186280,4,2 Passenger,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30301,HILLINGDON,26,509920,186280,3,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30301,HILLINGDON,26,509920,186280,2,2 Passenger,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30302,HILLINGDON,26,509740,179540,2,3 Pedestrian,1 Male,25-59,29,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115XH30302,HILLINGDON,26,509740,179540,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115XH30303,HILLINGDON,26,505550,190620,2,2 Passenger,2 Female,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30303,HILLINGDON,26,505550,190620,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30304,HILLINGDON,26,506270,182980,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30304,HILLINGDON,26,506270,182980,2,2 Passenger,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30305,HILLINGDON,26,509900,181440,1,2 Passenger,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30307,HILLINGDON,26,507440,181010,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30309,HILLINGDON,26,507530,177340,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115XH30312,HILLINGDON,26,507230,181870,1,3 Pedestrian,1 Male,0-15,15,1,3 Slight,01 Crossing Road On Ped Xing,9 Unknown Or Other,1 Pedestrian, 
